year,bay_code,bay_sample,date_set,YYYYMMDD_set,time_set,date_pulled,YYYYMMDD_pulled,time_pulled,time_soak_hr,trap,string,Sp_CommonName,Sp_ScientificName,SpCode,Taxa,carapace_width_mm,sex,fork_length_mm,unmeasured,notes,pri.key,sec_key
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,1,Red Irish Lord,Hemilepidotus hemilepidotus,LORDRED,NA,NA,NA,NA,1,NA,LORDRED.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,1,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,NA,1,NA,SCULPSTG.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,1,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,NA,1,NA,SCULPSTG.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,1,Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,NA,1,NA,SCULPSTG.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,56,M,NA,NA,NA,CRABGRA.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,pot,1,Copper Rockfish,Sebastes caurinus,ROCKCOP,fish,NA,NA,NA,1,NA,ROCKCOP.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,3,Copper Rockfish,Sebastes caurinus,ROCKCOP,fish,NA,NA,NA,1,NA,ROCKCOP.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,4,Copper Rockfish,Sebastes caurinus,ROCKCOP,fish,NA,NA,NA,1,NA,ROCKCOP.19,BLAQ.19
2019,BLAQ,A,7/31/2019,20190731,1015,8/1/2019,20190801,830,22.25,minnow,2,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,56,M,NA,NA,NA,CRABHEL.19,BLAQ.19
2019,CHUS,A,8/14/2019,20190814,1220,8/15/2019,20190815,1120,23,minnow,4,Purple Shore Crab,Hemigrapsus nudus,CRABSHO,NA,41,M,NA,NA,NA,CRABSHO.19,CHUS.19
2019,CHUS,A,8/14/2019,20190814,1220,8/15/2019,20190815,1120,23,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,200,NA,NA,SCULPSTG.19,CHUS.19
2019,CHUS,A,8/14/2019,20190814,1220,8/15/2019,20190815,1120,23,minnow,4,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,170,NA,NA,SCULPSTG.19,CHUS.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,225,NA,NA,SCULPSTG.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,211,NA,NA,SCULPSTG.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,230,NA,NA,SCULPSTG.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,64,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,64,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,67,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,67,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,69,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,69,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,70,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,70,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,72,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,77,F,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,77,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,78,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,79,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,79,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,80,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,80,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,89,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,90,M,NA,NA,NA,CRABGRA.19,DUNB.19
2019,DUNB,A,8/16/2019,20190816,945,8/17/2019,20190817,1015,24.5,minnow,3,Unknown Crab,Unknown,UNKNCRA,NA,NA,NA,NA,1,NA,UNKNCRA.19,DUNB.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,89,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,4,Red Rock Crab,Cancer productus,CRABRR,invertebrate,91,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,99,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,1,Red Rock Crab,Cancer productus,CRABRR,invertebrate,100,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,1,Red Rock Crab,Cancer productus,CRABRR,invertebrate,100,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,101,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,102,F,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,1,Red Rock Crab,Cancer productus,CRABRR,invertebrate,109,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,4,Red Rock Crab,Cancer productus,CRABRR,invertebrate,109,F,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,111,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,117,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,121,M,NA,NA,NA,CRABRR.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,1,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,312,NA,NA,SCULPSTG.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,251,NA,NA,SCULPSTG.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,276,NA,NA,SCULPSTG.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,80,M,NA,NA,NA,CRABGRA.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,81,M,NA,NA,NA,CRABGRA.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,1,Dungeness Crab,Metacarcinus magister,CRABDUN,invertebrate,127,M,NA,NA,NA,CRABDUN.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,2,Dungeness Crab,Metacarcinus magister,CRABDUN,invertebrate,138,M,NA,NA,NA,CRABDUN.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,3,Copper Rockfish,Sebastes caurinus,ROCKCOP,fish,NA,NA,234,NA,NA,ROCKCOP.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,4,Copper Rockfish,Sebastes caurinus,ROCKCOP,fish,NA,NA,268,NA,NA,ROCKCOP.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,4,Copper Rockfish,Sebastes caurinus,ROCKCOP,fish,NA,NA,271,NA,NA,ROCKCOP.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,minnow,1,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,81,M,NA,NA,NA,CRABHEL.19,FARA.19
2019,FARA,A,8/16/2019,20190816,1050,8/17/2019,20190817,1125,24.58,pot,3,Unknown Crab,Unknown,UNKNCRA,NA,NA,NA,NA,1,NA,UNKNCRA.19,FARA.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,2,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,NA,1,NA,SCULPSTG.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,2,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,NA,1,NA,SCULPSTG.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,69,M,NA,NA,NA,CRABGRA.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,69,M,NA,NA,NA,CRABGRA.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,M,NA,NA,NA,CRABGRA.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,76,M,NA,NA,NA,CRABGRA.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,2,Dungeness Crab,Metacarcinus magister,CRABDUN,invertebrate,76,F,NA,NA,NA,CRABDUN.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,2,Dungeness Crab,Metacarcinus magister,CRABDUN,invertebrate,90,F,NA,NA,NA,CRABDUN.19,GARC.19
2019,GARC,A,7/31/2019,20190731,925,8/1/2019,20190801,700,21.58,minnow,1,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,67,M,NA,NA,NA,CRABHEL.19,GARC.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,1,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,251,NA,NA,SCULPSTG.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,300,NA,NA,SCULPSTG.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,4,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,275,NA,NA,SCULPSTG.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,4,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,219,NA,NA,SCULPSTG.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,46,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,50,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,51,F,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,56,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,57,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,60,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,4,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,67,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,69,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,71,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,minnow,4,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,75,M,NA,NA,NA,CRABGRA.19,GOAT.19
2019,GOAT,A,8/3/2019,20190803,1130,8/4/2019,20190804,1221,24.85,pot,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,NA,NA,NA,1,NA,CRABGRA.19,GOAT.19
2019,GUKT,A,8/14/2019,20190814,1330,8/15/2019,20190815,1230,23,minnow,3,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,291,NA,NA,SCULPSTG.19,GUKT.19
2019,GUKT,A,8/14/2019,20190814,1330,8/15/2019,20190815,1230,23,minnow,4,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,281,NA,NA,SCULPSTG.19,GUKT.19
2019,GUKT,A,8/14/2019,20190814,1330,8/15/2019,20190815,1230,23,minnow,4,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,209,NA,NA,SCULPSTG.19,GUKT.19
2019,GUKT,A,8/14/2019,20190814,1330,8/15/2019,20190815,1230,23,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,40,M,NA,NA,NA,CRABGRA.19,GUKT.19
2019,GUKT,A,8/14/2019,20190814,1330,8/15/2019,20190815,1230,23,minnow,4,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,47,M,NA,NA,NA,CRABHEL.19,GUKT.19
2019,GUKT,A,8/14/2019,20190814,1330,8/15/2019,20190815,1230,23,minnow,4,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,73,M,NA,NA,NA,CRABHEL.19,GUKT.19
2019,HECA,A,8/1/2019,20190801,1130,8/2/2019,20190802,1250,25.33,minnow,1,Pacific Staghorn Sculpin,Leptocottus armatus,SCULPSTG,fish,NA,NA,172,NA,NA,SCULPSTG.19,HECA.19
2019,HECA,A,8/1/2019,20190801,1130,8/2/2019,20190802,1250,25.33,minnow,4,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,45,M,NA,NA,NA,CRABHEL.19,HECA.19
2019,HECA,A,8/1/2019,20190801,1130,8/2/2019,20190802,1250,25.33,minnow,4,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,52,F,NA,NA,NA,CRABHEL.19,HECA.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,51,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,2,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,62,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,63,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,64,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,3,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,74,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,77,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,77,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Slender Rock Crab,Metacarcinus gracilis,CRABGRA,invertebrate,80,M,NA,NA,NA,CRABGRA.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Dungeness Crab,Metacarcinus magister,CRABDUN,invertebrate,79,M,NA,NA,NA,CRABDUN.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,1,Dungeness Crab,Metacarcinus magister,CRABDUN,invertebrate,91,M,NA,NA,NA,CRABDUN.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,pot,1,Sunflower Seastar,Pycnopodia helianthoides,STARSF,NA,NA,NA,NA,NA,NA,STARSF.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,2,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,40,M,NA,NA,NA,CRABHEL.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,2,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,55,F,NA,NA,NA,CRABHEL.19,KAGK.19
2019,KAGK,A,8/14/2019,20190814,1300,8/15/2019,20190815,1200,23,minnow,4,Helmet Crab,Telmessus cheiragonus,CRABHEL,invertebrate,65,M,NA,NA,NA,CRABHEL.19,KAGK.19
2019,KLWA,A,8/10/2019,20190810,1645,8/11/2019,20190811,1745,25,minnow,4,Red Rock Crab,Cancer productus,CRABRR,invertebrate,120,F,NA,NA,NA,CRABRR.19,KLWA.19
2019,KLWA,A,8/10/2019,20190810,1645,8/11/2019,20190811,1745,25,minnow,1,Red Rock Crab,Cancer productus,CRABRR,invertebrate,121,M,NA,NA,NA,CRABRR.19,KLWA.19
2019,KLWA,A,8/10/2019,20190810,1645,8/11/2019,20190811,1745,25,minnow,3,Red Rock Crab,Cancer productus,CRABRR,invertebrate,126,M,NA,NA,NA,CRABRR.19,KLWA.19
2019,KLWA,A,8/10/2019,20190810,1645,8/11/2019,20190811,1745,25,minnow,4,Red Rock Crab,Cancer productus,CRABRR,invertebrate,129,M,NA,NA,NA,CRABRR.19,KLWA.19
